Function name	Segment	Start	Length	Locals	Arguments	R	F	L	S	B	T	=
pcib_route_interrupt	LOAD	FFFFFFFF823C5F80	000001AC	00000048	00000000	R	.	.	.	B	.	.
pcib_alloc_msi	LOAD	FFFFFFFF823C6130	000000A7	00000030	00000000	R	.	.	.	B	.	.
pcib_release_msi	LOAD	FFFFFFFF823C61E0	00000073	00000028	00000000	R	.	.	.	B	.	.
pcib_alloc_msix	LOAD	FFFFFFFF823C6260	0000008F	00000020	00000000	R	.	.	.	B	.	.
pcib_release_msix	LOAD	FFFFFFFF823C62F0	0000006E	00000020	00000000	R	.	.	.	B	.	.
pcib_map_msi	LOAD	FFFFFFFF823C6360	0000009C	00000048	00000000	R	.	.	.	B	.	.
pcib_write_windows	LOAD	FFFFFFFF823C6400	000004C5	00000034	00000000	R	.	.	.	B	.	.
pcib_alloc_window	LOAD	FFFFFFFF823C68D0	000001F4	00000088	00000000	R	.	.	.	B	.	.
pcib_probe	LOAD	FFFFFFFF823C6AD0	00000112	00000038	00000000	R	.	.	.	B	.	.
pcib_suspend	LOAD	FFFFFFFF823C6BF0	00000334	00000048	00000000	R	.	.	.	B	.	.
pcib_resume	LOAD	FFFFFFFF823C6F30	00000304	00000038	00000000	R	.	.	.	B	.	.
pcib_power_for_sleep	LOAD	FFFFFFFF823C7240	00000066	00000020	00000000	R	.	.	.	B	.	.
host_pcib_get_busno	LOAD	FFFFFFFF823C72B0	00000272	00000038	00000000	R	.	.	.	B	.	.
pcib_child_name	LOAD	FFFFFFFF823C7530	000001F1	00000058	00000000	R	.	.	.	B	.	.
pcib_host_res_init	LOAD	FFFFFFFF823C7730	00000014	00000008	00000000	R	.	.	.	B	.	.
pcib_host_res_free	LOAD	FFFFFFFF823C7750	00000011	00000008	00000000	R	.	.	.	B	.	.
pcib_host_res_decodes	LOAD	FFFFFFFF823C7770	000000AF	00000030	00000000	R	.	.	.	B	.	.
pcib_host_res_alloc	LOAD	FFFFFFFF823C7820	000001CC	00000078	0000000C	R	.	.	.	B	.	.
pcib_host_res_adjust	LOAD	FFFFFFFF823C79F0	00000093	00000038	00000000	R	.	.	.	B	.	.
pci_open	LOAD	FFFFFFFF823C7A90	00000020	00000008	00000000	R	.	.	.	B	.	.
pci_close	LOAD	FFFFFFFF823C7AB0	00000003	00000000	00000000	R	.	.	.	.	.	.
pci_ioctl	LOAD	FFFFFFFF823C7AC0	0000062C	00000078	00000000	R	.	.	.	B	.	.
vga_pci_probe	LOAD	FFFFFFFF823C80F0	000001C6	00000048	00000000	R	.	.	.	B	.	.
vga_pci_attach	LOAD	FFFFFFFF823C82C0	00000033	00000010	00000000	R	.	.	.	B	.	.
vga_pci_suspend	LOAD	FFFFFFFF823C8300	00000005			R	.	.	.	.	.	.
vga_pci_resume	LOAD	FFFFFFFF823C8310	00000005			R	.	.	.	.	.	.
vga_pci_read_ivar	LOAD	FFFFFFFF823C8320	0000006B	00000028	00000000	R	.	.	.	B	.	.
vga_pci_write_ivar	LOAD	FFFFFFFF823C8390	00000006	00000000	00000000	R	.	.	.	.	.	.
vga_pci_setup_intr	LOAD	FFFFFFFF823C83A0	00000082	00000038	00000000	R	.	.	.	B	.	.
vga_pci_teardown_intr	LOAD	FFFFFFFF823C8430	0000006B	00000028	00000000	R	.	.	.	B	.	.
vga_pci_alloc_resource	LOAD	FFFFFFFF823C84A0	000000E6	00000058	0000000C	R	.	.	.	B	.	.
vga_pci_release_resource	LOAD	FFFFFFFF823C8590	000000D3	00000038	00000000	R	.	.	.	B	.	.
vga_pci_read_config	LOAD	FFFFFFFF823C8670	0000006B	00000028	00000000	R	.	.	.	B	.	.
vga_pci_write_config	LOAD	FFFFFFFF823C86E0	0000007A	00000030	00000000	R	.	.	.	B	.	.
vga_pci_enable_busmaster	LOAD	FFFFFFFF823C8760	00000057	00000018	00000000	R	.	.	.	B	.	.
vga_pci_disable_busmaster	LOAD	FFFFFFFF823C87C0	00000057	00000018	00000000	R	.	.	.	B	.	.
vga_pci_enable_io	LOAD	FFFFFFFF823C8820	00000085	00000020	00000000	R	.	.	.	B	.	.
vga_pci_disable_io	LOAD	FFFFFFFF823C88B0	00000085	00000020	00000000	R	.	.	.	B	.	.
vga_pci_get_vpd_ident	LOAD	FFFFFFFF823C8940	00000066	00000020	00000000	R	.	.	.	B	.	.
vga_pci_get_vpd_readonly	LOAD	FFFFFFFF823C89B0	0000006B	00000028	00000000	R	.	.	.	B	.	.
vga_pci_get_powerstate	LOAD	FFFFFFFF823C8A20	00000076	00000018	00000000	R	.	.	.	B	.	.
vga_pci_set_powerstate	LOAD	FFFFFFFF823C8AA0	00000085	00000020	00000000	R	.	.	.	B	.	.
vga_pci_assign_interrupt	LOAD	FFFFFFFF823C8B30	00000076	00000018	00000000	R	.	.	.	B	.	.
vga_pci_find_extcap	LOAD	FFFFFFFF823C8BB0	0000006B	00000028	00000000	R	.	.	.	B	.	.
vga_pci_alloc_msi	LOAD	FFFFFFFF823C8C20	00000094	00000030	00000000	R	.	.	.	B	.	.
vga_pci_alloc_msix	LOAD	FFFFFFFF823C8CC0	00000094	00000030	00000000	R	.	.	.	B	.	.
vga_pci_remap_msix	LOAD	FFFFFFFF823C8D60	00000099	00000030	00000000	R	.	.	.	B	.	.
vga_pci_release_msi	LOAD	FFFFFFFF823C8E00	00000085	00000028	00000000	R	.	.	.	B	.	.
vga_pci_msi_count	LOAD	FFFFFFFF823C8E90	00000057	00000018	00000000	R	.	.	.	B	.	.
vga_pci_msix_count	LOAD	FFFFFFFF823C8EF0	00000057	00000018	00000000	R	.	.	.	B	.	.
random_yarrow_init_harvester	LOAD	FFFFFFFF823C8F50	00000011	00000000	00000000	R	.	.	.	.	.	.
random_yarrow_deinit_harvester	LOAD	FFFFFFFF823C8F70	00000019	00000000	00000000	R	.	.	.	.	.	.
read_random_phony	LOAD	FFFFFFFF823C8F90	00000095	00000048	00000000	R	.	.	.	B	.	.
random_harvest	LOAD	FFFFFFFF823C9030	0000002F	00000000	00000000	R	.	.	.	.	.	.
read_random	LOAD	FFFFFFFF823C9060	0000000A			R	.	.	.	.	.	.
random_set_wakeup_exit	LOAD	FFFFFFFF823C9070	00000010	00000008	00000000	.	.	.	.	B	.	.
yarrow_hash_init	LOAD	FFFFFFFF823C9080	00000005	00000000	00000000	R	.	.	.	.	.	.
yarrow_hash_iterate	LOAD	FFFFFFFF823C9090	00000005	00000000	00000000	R	.	.	.	.	.	.
yarrow_hash_finish	LOAD	FFFFFFFF823C90A0	0000000E			R	.	.	.	.	.	.
yarrow_encrypt_init	LOAD	FFFFFFFF823C90B0	00000036	00000018	00000000	R	.	.	.	B	.	.
yarrow_encrypt	LOAD	FFFFFFFF823C90F0	00000023	00000000	00000000	R	.	.	.	.	.	.
random_ident_hardware	LOAD	FFFFFFFF823C9120	00000017	00000008	00000000	R	.	.	.	B	.	.
random_null_func	LOAD	FFFFFFFF823C9140	00000001	00000000	00000000	R	.	.	.	.	.	.
random_modevent	LOAD	FFFFFFFF823C9150	000000C8	00000028	00000000	R	.	.	.	B	.	.
random_close	LOAD	FFFFFFFF823C9220	0000005B	00000010	00000000	R	.	.	.	B	.	.
random_read	LOAD	FFFFFFFF823C9280	000000A0	00000020	00000000	R	.	.	.	B	.	.
random_write	LOAD	FFFFFFFF823C9320	00000098	00000030	00000000	R	.	.	.	B	.	.
random_ioctl	LOAD	FFFFFFFF823C93C0	0000001C	00000000	00000000	R	.	.	.	.	.	.
random_poll	LOAD	FFFFFFFF823C93E0	00000028	00000000	00000000	R	.	.	.	.	.	.
random_yarrow_init	LOAD	FFFFFFFF823C9410	00000416	00000038	00000000	R	.	.	.	B	.	.
random_yarrow_deinit	LOAD	FFFFFFFF823C9830	00000206	00000008	00000000	R	.	.	.	B	.	.
random_yarrow_block	LOAD	FFFFFFFF823C9A40	000000FD	00000028	00000000	R	.	.	.	B	.	.
random_yarrow_write	LOAD	FFFFFFFF823C9B40	00000081	00000034	00000000	R	.	.	.	B	.	.
random_yarrow_poll	LOAD	FFFFFFFF823C9BD0	0000009F	00000020	00000000	R	.	.	.	B	.	.
random_yarrow_flush_reseed	LOAD	FFFFFFFF823C9C70	0000004B	00000008	00000000	R	.	.	.	B	.	.
random_check_boolean	LOAD	FFFFFFFF823C9CC0	0000002F			R	.	.	.	.	.	.
random_kthread	LOAD	FFFFFFFF823C9CF0	000003CB	00000048	00000000	.	.	.	.	B	.	.
random_harvest_internal	LOAD	FFFFFFFF823CA0E0	00000168	00000048	00000000	R	.	.	.	B	.	.
random_yarrow_unblock	LOAD	FFFFFFFF823CA250	0000003C	00000008	00000000	R	.	.	.	B	.	.
random_process_event	LOAD	FFFFFFFF823CA290	00000168	00000028	00000000	R	.	.	.	B	.	.
reseed	LOAD	FFFFFFFF823CA400	0000038F	00000088	00000000	R	.	.	.	B	.	.
random_yarrow_init_alg	LOAD	FFFFFFFF823CA790	00000263	00000038	00000000	R	.	.	.	B	.	.
random_check_uint_gengateinterval	LOAD	FFFFFFFF823CAA00	00000030			R	.	.	.	.	.	.
random_check_uint_bins	LOAD	FFFFFFFF823CAA30	00000030			R	.	.	.	.	.	.
random_check_uint_fastthresh	LOAD	FFFFFFFF823CAA60	00000033			R	.	.	.	.	.	.
random_check_uint_slowthresh	LOAD	FFFFFFFF823CAAA0	00000033			R	.	.	.	.	.	.
random_check_uint_slowoverthresh	LOAD	FFFFFFFF823CAAE0	00000030			R	.	.	.	.	.	.
random_yarrow_deinit_alg	LOAD	FFFFFFFF823CAB10	0000000C			R	.	.	.	.	.	.
random_yarrow_read	LOAD	FFFFFFFF823CAB20	000002E1	00000078	00000000	R	.	.	.	B	.	.
random_yarrow_reseed	LOAD	FFFFFFFF823CAE10	0000000A	00000000	00000000	R	.	.	.	.	.	.
re_probe	LOAD	FFFFFFFF823CAE20	000002F0	00000048	00000000	R	.	.	.	B	.	.
re_attach	LOAD	FFFFFFFF823CB120	00001963	000000C8	00000000	R	.	.	.	B	.	.
re_detach	LOAD	FFFFFFFF823CCA90	00000404	00000030	00000000	R	.	.	.	B	.	.
re_suspend	LOAD	FFFFFFFF823CCEA0	00000096	00000028	00000000	R	.	.	.	B	.	.
re_resume	LOAD	FFFFFFFF823CCF40	000001EA	00000048	00000000	R	.	.	.	B	.	.
re_shutdown	LOAD	FFFFFFFF823CD130	00000096	00000028	00000000	R	.	.	.	B	.	.
re_miibus_readreg	LOAD	FFFFFFFF823CD1D0	00000181	00000020	00000000	R	.	.	.	B	.	.
re_miibus_writereg	LOAD	FFFFFFFF823CD360	000000A3	00000020	00000000	R	.	.	.	B	.	.
re_miibus_statchg	LOAD	FFFFFFFF823CD410	0000007B	00000010	00000000	R	.	.	.	B	.	.
re_gmii_writereg	LOAD	FFFFFFFF823CD490	000000B2	00000020	00000000	R	.	.	.	B	.	.
re_stop	LOAD	FFFFFFFF823CD550	000001C3	00000020	00000000	R	.	.	.	B	.	.
re_setwol	LOAD	FFFFFFFF823CD720	000002FC	00000048	00000000	R	.	.	.	B	.	.
re_init_locked	LOAD	FFFFFFFF823CDA20	0000088D	00000058	00000000	R	.	.	.	B	.	.
re_reset	LOAD	FFFFFFFF823CE2B0	000000CA	00000018	00000000	R	.	.	.	B	.	.
re_rx_list_init	LOAD	FFFFFFFF823CE380	000000AC	00000020	00000000	R	.	.	.	B	.	.
re_set_rxmode	LOAD	FFFFFFFF823CE430	00000134	00000030	00000000	R	.	.	.	B	.	.
re_tick	LOAD	FFFFFFFF823CE570	00000158	00000018	00000000	R	.	.	.	B	.	.
re_txeof	LOAD	FFFFFFFF823CE6D0	00000194	00000048	00000000	R	.	.	.	B	.	.
re_start_locked	LOAD	FFFFFFFF823CE870	000007B1	00000268	00000000	R	.	.	.	B	.	.
re_rxeof	LOAD	FFFFFFFF823CF030	00000591	00000058	00000000	R	.	.	.	B	.	.
re_newbuf	LOAD	FFFFFFFF823CF5D0	00000196	00000058	00000000	R	.	.	.	B	.	.
re_jumbo_newbuf	LOAD	FFFFFFFF823CF770	000001C7	00000058	00000000	R	.	.	.	B	.	.
re_read_eeprom	LOAD	FFFFFFFF823CF940	00000273	00000048	00000000	R	.	.	.	B	.	.
re_ifmedia_upd	LOAD	FFFFFFFF823CFBC0	00000098	00000030	00000000	R	.	.	.	B	.	.
re_ifmedia_sts	LOAD	FFFFFFFF823CFC60	000000A6	00000030	00000000	R	.	.	.	B	.	.
re_ioctl	LOAD	FFFFFFFF823CFD10	00000520	00000038	00000000	R	.	.	.	B	.	.
re_start	LOAD	FFFFFFFF823D0230	0000009A	00000030	00000000	R	.	.	.	B	.	.
re_init	LOAD	FFFFFFFF823D02D0	00000085	00000028	00000000	R	.	.	.	B	.	.
re_int_task	LOAD	FFFFFFFF823D0360	000001E5	00000034	00000000	R	.	.	.	B	.	.
re_intr_msi	LOAD	FFFFFFFF823D0550	0000022D	00000038	00000000	R	.	.	.	B	.	.
re_intr	LOAD	FFFFFFFF823D0780	0000006E	00000008	00000000	R	.	.	.	B	.	.
re_sysctl_stats	LOAD	FFFFFFFF823D07F0	0000031E	00000048	00000000	R	.	.	.	B	.	.
sysctl_hw_re_int_mod	LOAD	FFFFFFFF823D0B10	00000074	00000028	00000000	R	.	.	.	B	.	.
re_dma_map_addr	LOAD	FFFFFFFF823D0B90	0000000B	00000000	00000000	R	.	.	.	.	.	.
sdhci_dumpregs_for_external	LOAD	FFFFFFFF823D0BA0	00000011			R	.	.	.	.	.	.
sdhci_dumpregs	LOAD	FFFFFFFF823D0BC0	0000056D	00000018	00000000	R	.	.	.	B	.	.
sdhci_probe	LOAD	FFFFFFFF823D1130	000002B6	00000048	00000000	R	.	.	.	B	.	.
sdhci_attach	LOAD	FFFFFFFF823D13F0	00000FBE	000000D8	00000000	R	.	.	.	B	.	.
sdhci_detach	LOAD	FFFFFFFF823D23B0	0000021E	00000048	00000000	R	.	.	.	B	.	.
sdhci_suspend	LOAD	FFFFFFFF823D25D0	00000068	00000028	00000000	R	.	.	.	B	.	.
sdhci_resume	LOAD	FFFFFFFF823D2640	000000D6	00000028	00000000	R	.	.	.	B	.	.
sdhci_read_ivar	LOAD	FFFFFFFF823D2720	000000B4	00000018	00000000	R	.	.	.	B	.	.
sdhci_write_ivar	LOAD	FFFFFFFF823D27E0	000000D8	00000018	00000000	R	.	.	.	B	.	.
sdhci_update_ios	LOAD	FFFFFFFF823D28C0	00000BC2	00000428	00000000	R	.	.	.	B	.	.
sdhci_request	LOAD	FFFFFFFF823D3490	00000022	00000010	00000000	R	.	.	.	B	.	.
sdhci_get_ro	LOAD	FFFFFFFF823D34C0	000000AA	00000028	00000000	R	.	.	.	B	.	.
sdhci_acquire_host	LOAD	FFFFFFFF823D3570	000000D5	00000028	00000000	R	.	.	.	B	.	.
sdhci_release_host	LOAD	FFFFFFFF823D3650	000000B8	00000028	00000000	R	.	.	.	B	.	.
sdhci_register_sdio_irq_handler	LOAD	FFFFFFFF823D3710	000000D9	00000028	00000000	R	.	.	.	B	.	.
sdhci_unregister_sdio_irq_handler	LOAD	FFFFFFFF823D37F0	000000F3	00000028	00000000	R	.	.	.	B	.	.
sdhci_enable_sdio_irq	LOAD	FFFFFFFF823D38F0	00000096	00000030	00000000	R	.	.	.	B	.	.
sdhci_enable_sdio_irq_internal	LOAD	FFFFFFFF823D3990	000000BB	00000000	00000000	R	.	.	.	.	.	.
slot_printf	LOAD	FFFFFFFF823D3A50	00000093	00000068	00000001	R	.	.	.	B	.	.
sdhci_request_internal	LOAD	FFFFFFFF823D3AF0	0000015C	00000038	00000000	R	.	.	.	B	.	.
sdhci_start	LOAD	FFFFFFFF823D3C50	000001C3	00000028	00000000	R	.	.	.	B	.	.
sdhci_intr	LOAD	FFFFFFFF823D3E20	00000CF6	000000E8	00000000	R	.	.	.	B	.	.
sdhci_card_delay	LOAD	FFFFFFFF823D4B20	00000017			R	.	.	.	.	.	.
sdhci_reset	LOAD	FFFFFFFF823D4B40	00000137	00000038	00000000	R	.	.	.	B	.	.
sdhci_set_clock	LOAD	FFFFFFFF823D4C80	0000025A	00000028	00000000	R	.	.	.	B	.	.
sdhci_finish_data	LOAD	FFFFFFFF823D4EE0	00000177	00000028	00000000	R	.	.	.	B	.	.
sdhci_start_command	LOAD	FFFFFFFF823D5060	0000076D	00000038	00000000	R	.	.	.	B	.	.
sdhci_getaddr_adma2	LOAD	FFFFFFFF823D57D0	00000164	00000048	00000000	R	.	.	.	B	.	.
sdhci_wakeup	LOAD	FFFFFFFF823D5940	00000091	00000030	00000000	R	.	.	.	B	.	.
sdhci_getaddr	LOAD	FFFFFFFF823D59E0	0000001B	00000000	00000000	R	.	.	.	.	.	.
sdhci_card_task	LOAD	FFFFFFFF823D5A00	000000E5	00000020	00000000	R	.	.	.	B	.	.
sdhci_delayed_attach	LOAD	FFFFFFFF823D5AF0	0000004F	00000020	00000000	R	.	.	.	B	.	.
uart_acpi_add	LOAD	FFFFFFFF823D5B40	000000DD	00000018	00000000	R	.	.	.	B	.	.
uart_acpi_probe	LOAD	FFFFFFFF823D5C20	00000030	00000010	00000000	R	.	.	.	B	.	.
uart_pci_probe	LOAD	FFFFFFFF823D5C50	00000287	00000068	00000000	R	.	.	.	B	.	.
uart_add_sysdev	LOAD	FFFFFFFF823D5EE0	00000014	00000000	00000000	R	.	.	.	.	.	.
uart_getname	LOAD	FFFFFFFF823D5F00	0000000C	00000000	00000000	R	.	.	.	.	.	.
uart_getops	LOAD	FFFFFFFF823D5F10	0000000D	00000000	00000000	R	.	.	.	.	.	.
uart_getrange	LOAD	FFFFFFFF823D5F20	0000000C	00000000	00000000	R	.	.	.	.	.	.
uart_sched_softih	LOAD	FFFFFFFF823D5F30	00000032	00000000	00000000	R	.	.	.	.	.	.
uart_bus_ihand	LOAD	FFFFFFFF823D5F70	00000062	00000000	00000000	R	.	.	.	.	.	.
uart_intr_break	LOAD	FFFFFFFF823D5FE0	00000049	00000008	00000000	R	.	.	.	B	.	.
uart_intr_overrun	LOAD	FFFFFFFF823D6030	00000111	00000010	00000000	R	.	.	.	B	.	.
uart_intr_rxready	LOAD	FFFFFFFF823D6150	0000009F	00000010	00000000	R	.	.	.	B	.	.
uart_intr_sigchg	LOAD	FFFFFFFF823D61F0	00000105	00000020	00000000	R	.	.	.	B	.	.
uart_intr_txidle	LOAD	FFFFFFFF823D6300	00000059	00000008	00000000	R	.	.	.	B	.	.
uart_bus_ipend	LOAD	FFFFFFFF823D6360	0000004F	00000010	00000000	R	.	.	.	B	.	.
uart_bus_sysdev	LOAD	FFFFFFFF823D63B0	00000019	00000008	00000000	R	.	.	.	B	.	.
uart_bus_probe	LOAD	FFFFFFFF823D63D0	00000128	00000030	00000000	R	.	.	.	B	.	.
uart_bus_attach	LOAD	FFFFFFFF823D6500	000003FF	00000028	00000000	R	.	.	.	B	.	.
uart_intr	LOAD	FFFFFFFF823D6900	000002E6	00000030	00000000	R	.	.	.	B	.	.
uart_bus_detach	LOAD	FFFFFFFF823D6BF0	000000F8	00000020	00000000	R	.	.	.	B	.	.
ns8250_probe	LOAD	FFFFFFFF823D6CF0	0000002C	00000000	00000000	R	.	.	.	.	.	.
ns8250_init	LOAD	FFFFFFFF823D6D20	0000006C	00000008	00000000	R	.	.	.	B	.	.
ns8250_term	LOAD	FFFFFFFF823D6D90	00000016	00000000	00000000	R	.	.	.	.	.	.
ns8250_putc	LOAD	FFFFFFFF823D6DB0	00000092	00000028	00000000	R	.	.	.	B	.	.
ns8250_rxready	LOAD	FFFFFFFF823D6E50	00000010	00000000	00000000	R	.	.	.	.	.	.
ns8250_getc	LOAD	FFFFFFFF823D6E60	00000154	00000018	00000000	R	.	.	.	B	.	.
ns8250_param	LOAD	FFFFFFFF823D6FC0	00000105	00000000	00000000	R	.	.	.	.	.	.
ns8250_bus_attach	LOAD	FFFFFFFF823D70D0	000001B1	00000028	00000000	R	.	.	.	B	.	.
ns8250_bus_detach	LOAD	FFFFFFFF823D7290	0000003D	00000000	00000000	R	.	.	.	.	.	.
ns8250_bus_flush	LOAD	FFFFFFFF823D72D0	000000F6	00000028	00000000	R	.	.	.	B	.	.
ns8250_bus_getsig	LOAD	FFFFFFFF823D73D0	000001B5	00000028	00000000	R	.	.	.	B	.	.
ns8250_bus_ioctl	LOAD	FFFFFFFF823D7590	000001E6	00000028	00000000	R	.	.	.	B	.	.
ns8250_bus_ipend	LOAD	FFFFFFFF823D7780	00000141	00000018	00000000	R	.	.	.	B	.	.
ns8250_bus_param	LOAD	FFFFFFFF823D78D0	000001B1	00000038	00000000	R	.	.	.	B	.	.
ns8250_bus_probe	LOAD	FFFFFFFF823D7A90	00000532	00000048	00000000	R	.	.	.	B	.	.
ns8250_bus_receive	LOAD	FFFFFFFF823D7FD0	00000169	00000028	00000000	R	.	.	.	B	.	.
ns8250_bus_setsig	LOAD	FFFFFFFF823D8140	00000184	00000028	00000000	R	.	.	.	B	.	.
ns8250_bus_transmit	LOAD	FFFFFFFF823D82D0	00000117	00000018	00000000	R	.	.	.	B	.	.
ns8250_drain	LOAD	FFFFFFFF823D83F0	00000107	00000028	00000000	R	.	.	.	B	.	.
uart_getenv	LOAD	FFFFFFFF823D8500	0000053C	00000058	00000000	R	.	.	.	B	.	.
uart_tty_intr	LOAD	FFFFFFFF823D8A40	0000022F	00000048	00000000	R	.	.	.	B	.	.
uart_tty_outwakeup	LOAD	FFFFFFFF823D8C70	00000097	00000010	00000000	R	.	.	.	B	.	.
uart_tty_attach	LOAD	FFFFFFFF823D8D10	000000C0	00000028	00000000	R	.	.	.	B	.	.
uart_tty_detach	LOAD	FFFFFFFF823D8DD0	00000059	00000018	00000000	R	.	.	.	B	.	.
uart_tty_open	LOAD	FFFFFFFF823D8E30	00000028	00000000	00000000	R	.	.	.	.	.	.
uart_tty_close	LOAD	FFFFFFFF823D8E60	00000125	00000010	00000000	R	.	.	.	B	.	.
uart_tty_inwakeup	LOAD	FFFFFFFF823D8F90	000000A7	00000010	00000000	R	.	.	.	B	.	.
uart_tty_ioctl	LOAD	FFFFFFFF823D9040	000000CF	00000010	00000000	R	.	.	.	B	.	.
uart_tty_param	LOAD	FFFFFFFF823D9110	00000335	00000048	00000000	R	.	.	.	B	.	.
uart_tty_modem	LOAD	FFFFFFFF823D9450	00000065	00000018	00000000	R	.	.	.	B	.	.
uart_tty_free	LOAD	FFFFFFFF823D94C0	00000001	00000000	00000000	R	.	.	.	.	.	.
uart_cnprobe	LOAD	FFFFFFFF823D94D0	00000102	00000018	00000000	R	.	.	.	B	.	.
uart_cninit	LOAD	FFFFFFFF823D95E0	000000C5	00000018	00000000	R	.	.	.	B	.	.
uart_cnterm	LOAD	FFFFFFFF823D96B0	000000A4	00000018	00000000	R	.	.	.	B	.	.
uart_cngetc	LOAD	FFFFFFFF823D9760	000000C8	00000020	00000000	R	.	.	.	B	.	.
uart_cnputc	LOAD	FFFFFFFF823D9830	000000B9	00000020	00000000	R	.	.	.	B	.	.
ehci_iterate_hw_softc	LOAD	FFFFFFFF823D98F0	00000158	00000038	00000000	R	.	.	.	B	.	.
ehci_reset	LOAD	FFFFFFFF823D9A50	00000174	00000028	00000000	R	.	.	.	B	.	.
ehci_init	LOAD	FFFFFFFF823D9BD0	000008A9	00000068	00000000	R	.	.	.	B	.	.
ehci_dump_regs	LOAD	FFFFFFFF823DA480	000003C1	00000020	00000000	R	.	.	.	B	.	.
ehci_hcreset	LOAD	FFFFFFFF823DA850	000000BA	00000018	00000000	R	.	.	.	B	.	.
ehci_do_poll	LOAD	FFFFFFFF823DA910	000000BE	00000030	00000000	R	.	.	.	B	.	.
ehci_detach	LOAD	FFFFFFFF823DA9D0	0000012F	00000030	00000000	R	.	.	.	B	.	.
ehci_suspend	LOAD	FFFFFFFF823DAB00	000002A0	00000030	00000000	R	.	.	.	B	.	.
ehci_resume	LOAD	FFFFFFFF823DADA0	00000382	00000058	00000000	R	.	.	.	B	.	.
ehci_shutdown	LOAD	FFFFFFFF823DB130	00000064	00000010	00000000	R	.	.	.	B	.	.
ehci_interrupt	LOAD	FFFFFFFF823DB1A0	0000035D	00000048	00000000	R	.	.	.	B	.	.
ehci_root_intr	LOAD	FFFFFFFF823DB500	00000113	00000030	00000000	R	.	.	.	B	.	.
ehci_pcd_enable	LOAD	FFFFFFFF823DB620	00000064			R	.	.	.	.	.	.
ehci_poll_timeout	LOAD	FFFFFFFF823DB690	0000005F	00000018	00000000	R	.	.	.	B	.	.
ehci_device_bulk_open	LOAD	FFFFFFFF823DB6F0	00000001	00000000	00000000	R	.	.	.	.	.	.
ehci_device_bulk_close	LOAD	FFFFFFFF823DB700	0000000A			R	.	.	.	.	.	.
ehci_device_bulk_enter	LOAD	FFFFFFFF823DB710	00000001	00000000	00000000	R	.	.	.	.	.	.
ehci_device_bulk_start	LOAD	FFFFFFFF823DB720	000000B7	00000018	00000000	R	.	.	.	B	.	.
ehci_device_ctrl_open	LOAD	FFFFFFFF823DB7E0	00000001	00000000	00000000	R	.	.	.	.	.	.
ehci_device_ctrl_close	LOAD	FFFFFFFF823DB7F0	0000000A			R	.	.	.	.	.	.
ehci_device_ctrl_enter	LOAD	FFFFFFFF823DB800	00000001	00000000	00000000	R	.	.	.	.	.	.
ehci_device_ctrl_start	LOAD	FFFFFFFF823DB810	00000068	00000010	00000000	R	.	.	.	B	.	.
ehci_device_intr_open	LOAD	FFFFFFFF823DB880	000000C4	00000018	00000000	R	.	.	.	B	.	.
ehci_device_intr_close	LOAD	FFFFFFFF823DB950	0000003B	00000010	00000000	R	.	.	.	B	.	.
ehci_device_intr_enter	LOAD	FFFFFFFF823DB990	00000001	00000000	00000000	R	.	.	.	.	.	.
ehci_device_intr_start	LOAD	FFFFFFFF823DB9A0	00000072	00000010	00000000	R	.	.	.	B	.	.
ehci_device_isoc_fs_open	LOAD	FFFFFFFF823DBA20	000000C8	00000020	00000000	R	.	.	.	B	.	.
ehci_device_isoc_fs_close	LOAD	FFFFFFFF823DBAF0	0000000A			R	.	.	.	.	.	.
ehci_device_isoc_fs_enter	LOAD	FFFFFFFF823DBB00	000004BD	000000A8	00000000	R	.	.	.	B	.	.
ehci_device_isoc_fs_start	LOAD	FFFFFFFF823DBFC0	00000050	00000010	00000000	R	.	.	.	B	.	.
ehci_device_isoc_hs_open	LOAD	FFFFFFFF823DC010	00000170	00000018	00000000	R	.	.	.	B	.	.
ehci_device_isoc_hs_close	LOAD	FFFFFFFF823DC180	00000021	00000010	00000000	R	.	.	.	B	.	.
ehci_device_isoc_hs_enter	LOAD	FFFFFFFF823DC1B0	00000575	000000D8	00000000	R	.	.	.	B	.	.
ehci_device_isoc_hs_start	LOAD	FFFFFFFF823DC730	00000050	00000010	00000000	R	.	.	.	B	.	.
ehci_roothub_exec	LOAD	FFFFFFFF823DC780	00000D1F	00000058	00000000	R	.	.	.	B	.	.
ehci_ep_init	LOAD	FFFFFFFF823DD4A0	00000115	00000038	00000000	R	.	.	.	B	.	.
ehci_xfer_setup	LOAD	FFFFFFFF823DD5C0	00000594	00000078	00000000	R	.	.	.	B	.	.
ehci_xfer_unsetup	LOAD	FFFFFFFF823DDB60	00000001	00000000	00000000	R	.	.	.	.	.	.
ehci_get_dma_delay	LOAD	FFFFFFFF823DDB70	00000007	00000000	00000000	R	.	.	.	.	.	.
ehci_device_suspend	LOAD	FFFFFFFF823DDB80	00000199	00000038	00000000	R	.	.	.	B	.	.
ehci_device_resume	LOAD	FFFFFFFF823DDD20	00000199	00000038	00000000	R	.	.	.	B	.	.
ehci_set_hw_power	LOAD	FFFFFFFF823DDEC0	00000158	00000030	00000000	R	.	.	.	B	.	.
_ehci_append_qh	LOAD	FFFFFFFF823DE020	00000098	00000018	00000000	R	.	.	.	B	.	.
